word,phonotactic_probability,log_phonotactic_probability
avilnkmter,2.3767637223260048e-49,-111.96092977490063
elfprbi,3.6007860853739784e-34,-77.00674098312359
abnuivxf,8.956800785797506e-45,-101.42391607666111
bainlumk,1.7488643318180732e-40,-91.54443709573452
aztvr4n5,2.8127680507334385e-47,-107.18733030080358
apwvxn8kq,6.495957375973845e-44,-99.44256405048054
aptuniv5f,5.534516338344838e-54,-122.62859084174879
gimlav,2.8146716849415485e-30,-68.04270716560298
azriuvn,2.7386544338863857e-40,-91.09593700250558
afrcvujn,2.964098829987918e-35,-79.50390520446292
aneijfxl,1.2517152331312288e-43,-98.78664420151233
agruzefit,1.2883366154938414e-52,-119.4810728947204
anzuvri9x,1.1449505015780303e-51,-117.29647833668743
afelit5,2.244555360875358e-51,-116.62333229863464
tlnizpmrf,9.463045656462198e-31,-69.1327436005665
alicumf4,1.2895659627238376e-53,-121.782704229932
adfunktr,3.5336197074046563e-34,-77.02557040336649
flmaevix,2.9345148858430794e-39,-88.72427647306272
a2zfibrn,1.267774135523259e-40,-91.86614100617216
adipluf5mx,1.6653249942113323e-56,-128.43474491156306
anwuikv,1.8827313028625647e-40,-91.4706801765713
aticbkm,7.934444414785552e-35,-78.51926492030479
abtuli,4.404338362529673e-42,-95.225983859112
agnifxuetz4,2.897860784672631e-67,-153.2092284262717
at5iu8n1,2.534896570239831e-63,-144.13270802310845
amhinqrf,2.6954170008306747e-35,-79.59892533110876
itbenfdam,3.9241825213666434e-47,-106.85434131598903
anilexur,1.659077522362773e-54,-123.83333328319374
abmiwluf,9.440163447200103e-47,-105.97652607639058
apinzlev5br,1.6041248082000483e-56,-128.4721868906508
avenwz5r,4.10200300918445e-46,-104.5074388844866
arnikvum5,5.183798047493491e-56,-127.29922720626325
adiun54e,3.7968394732642816e-63,-143.72869185552352
pmdefil5u,4.99389221295557e-52,-118.12620922737457
antvifmkug,1.0391048042395073e-48,-110.48572488638628
nimdfxru,1.20670492899165e-38,-87.31034008799779
aprsnmlei,7.711207787667115e-44,-99.27106926433453
altubcr,2.6352609454548038e-33,-75.01632586118025
adiezfu4n,1.908353073867949e-58,-132.903694788551
hdmiu4fra,3.352206377768806e-50,-113.91963590043093
admulvxr,1.837340177307528e-38,-86.88991456378776
avidnu5em9,2.3749859287995737e-69,-158.01337990383607
antsiec4,3.3958115233577562e-49,-111.60412678939949
emazifvxn9d,6.426868464080935e-62,-140.89978836559692
alebdivn,3.2646856817696465e-44,-100.13058060262703
aginfrj,2.9862613260481e-32,-72.58870076342605
aevui4l9,1.3946842168480286e-62,-142.42760774383345
abnc9ufi,2.8168892991204753e-51,-116.39620655201108
anlcm4rk,2.9750595947105473e-35,-79.50021418415916
drcvn4,3.235403675522664e-23,-51.78530343491678
aniuzvx4ertf,3.398416856251146e-67,-153.04989153793287
alcinurez,5.384212470313044e-54,-122.65612396683218
mondezxl,3.574615082089602e-34,-77.01403566079391
alivbwuk4n,1.4638485962243613e-57,-130.86628130834902
rotekmnp4u,6.871694583315825e-55,-124.71476937461676
nedix4frz,1.9408126378467458e-44,-100.6506373208828
panidmte,1.7281919932572441e-44,-100.76666832031904
aflum4ndi,9.972334167851817e-54,-122.03978034596372
antsfielv,1.6383368876094157e-41,-93.91230717838097
adinel,5.6939948993616685e-40,-90.36399162669815
alfnm4viu,3.8383665223327967e-53,-120.69196303739574
alzcn9i4ef,4.890465389310395e-58,-131.96264792305828
athclreiu,4.642474809311606e-53,-120.50176234055854
adienrv5u,4.0099316459066395e-59,-134.46374629138407
adneilkfu,1.51816773520394e-53,-121.61950575831608
afcintu,1.1888975676844483e-42,-96.53554744172342
densik9vfl,1.0015857505946648e-46,-105.91732978310631
abnixmde,6.054459072280815e-47,-106.42070433341496
donivum1az,6.762031966564945e-60,-136.24378214798506
ademi49rvn,4.261565491806655e-60,-136.70546900052844
traifuk49,1.1290718477572337e-56,-128.82336928612065
anvluci5f,3.805581228737516e-52,-118.39795610210352
kmif5v1a,1.5533279165274027e-48,-110.08368479146495
alvicef58,1.031128152192406e-60,-138.12445208340668
alniv58f4dm,1.841573347254366e-64,-146.75482566534114
mfietld4qx,1.7030517149110642e-45,-103.08390741656538
divu4fln8,5.438751329580675e-51,-115.73829024317922
albrewin,5.826373293789375e-42,-94.9461791754944
anrikeuq,2.2615737736450345e-50,-114.3131937187443
antscivef4u,7.995919926048584e-62,-140.68134436329387
atlw1run,2.604763723289271e-43,-98.05381702888477
aldeut4kr9,2.540173659091754e-62,-141.82804331721633
ltmanukf,7.639102813040589e-35,-78.55719809135704
arcefvumn,3.7627615932077635e-47,-106.89634621662805
abtlinmx,1.0241314684070302e-37,-85.17180353528705
altpbvxm5,2.151606403647391e-42,-95.94235917811162
adicenrkt,4.377078184277425e-45,-102.13994776415657
ajruvn4l,3.490962094131713e-45,-102.3661518148372
anduzr45t,1.028616662660926e-51,-117.40362488910961
alti5nru,4.0317424623026615e-51,-116.0376410874041
agfulivrd,1.9465804523825034e-45,-102.95025496570045
admcuire,1.2590184155487698e-51,-117.20150736061737
joandev,5.4784053949577355e-37,-83.49483436848608
airnexuz9fd,4.4072550971268044e-66,-150.4873640688917
rielft2n,2.0907471091783943e-39,-89.0632971561613
atedb5k4r,3.8684075946233814e-55,-125.28933716656711
rezinlp5u,5.023045658496484e-52,-118.12038838107796
gfpinlj,2.1539617015572527e-26,-59.099903619418896
agicef4lq9,2.5630482345607446e-65,-148.72683377783702
aniufqldxr,2.503818957930506e-47,-107.30368222124211
arefn4kz,2.1967594939477845e-45,-102.82934586753227
alwivx4ufr,2.6466764268773144e-55,-125.66887544035136
doni21qm,1.7878182497923497e-46,-105.33791825614577
delfiuntrp,3.829134671442057e-42,-95.3659350624337
ldpuxmn,1.4007782996850598e-24,-54.92501422136033
andcipf9,2.775726558454766e-44,-100.29283155594266
aldiv15fr,3.285337390036616e-50,-113.939785296788
alivrxfmu,1.8300382540814927e-48,-109.91974759320968
nidtf45ruev,2.59783709888026e-62,-141.80559655185783
advplmnr9,4.068248683236915e-40,-90.70019111187148
hiefy4lk,2.3833536763543483e-38,-86.62972493023906
adclrzk,1.2352879926794729e-25,-57.35332318950332
adli9u84nr,5.0311369769547255e-64,-145.74979995389427
hodnevk,9.236731887567779e-33,-73.76211993753529
ane9du4t,7.264761650269872e-56,-126.96172971912884
cfnuirmldv,3.113976809628717e-36,-81.75716272153429
admivekfln,2.521133775037189e-47,-107.29679065964726
almunixc4t,1.766983305468246e-56,-128.37549146232595
getusin8zqa,8.333416281670273e-68,-154.45551283364412
adcernul,3.4999564853822054e-44,-100.06099355606787
kidefn4arm,7.33745207320971e-53,-120.04401827531171
andib4rv,3.038299773030734e-43,-97.89986092497139
anrui58lm,1.0710543658915887e-55,-126.5735365626917
crin48xa2f,2.508306763939425e-59,-134.93291255718736
apme4wvl,2.623366466986745e-43,-98.04670059469909
adminu9jtf,1.0713960587790179e-55,-126.57321758878557
andivbe5u4,6.23592344365079e-67,-152.44287455599616
degai8nu,2.1546541509929947e-55,-125.87454989077438
anieu8mf4d,1.2179304554903877e-65,-149.4708779742539
ainfu4qmkr,3.7270972778044666e-51,-116.11621002170686
drebinmza1f,7.359241338466755e-54,-122.34363817326336
azm4unrl,1.9276179494361249e-41,-93.74970379520977
herniavk,2.6822536690534077e-40,-91.11674635732669
andiwk5f,3.875310113312509e-45,-102.26170349588698
atinm51,2.2144478688998127e-49,-112.03166645340357
amenbi5dr,2.2081471405297253e-51,-116.63968597676914
anci5kmvqu,2.1845410466096026e-57,-130.46594454149434
adnfeivu,3.5440425064100852e-50,-113.86398662312334
aie5fmzlj,9.036298841978512e-48,-108.32283479328053
alivfmen,7.931594517120516e-46,-103.84806018825412
pinluxd54,1.37931377721006e-53,-121.71542381608276
aficunle41t,2.7986877132992704e-70,-160.15180587608563
flivnxue59,6.519090068430164e-58,-131.67520058751222
apec4uvi,8.203589113455032e-59,-133.74794873137697
adbenimrl,1.8152950694000597e-46,-105.32266625055058
afectqn,1.7676271018308774e-32,-73.11308494909379
adcfvmnt,1.3792565843390476e-29,-66.45342304981365
albiekufv,1.0977478903825695e-53,-121.94374921999149
adnul94rve,5.534069813144862e-64,-145.65452245502027
aptimekr5zf,7.388162123986236e-59,-133.85264148032044
pdfemilnq,3.4017157935537752e-37,-83.97136849128525
adnuirv958,2.7421869331113613e-67,-153.26444547778345
afrikumnv,6.386323584859148e-46,-104.06475551374024
grapi5n4vz,2.234689550169749e-50,-114.32515233501195
anzeil5d,1.0517481631333461e-48,-110.47363076671323
amilkvnf,1.055661879173559e-36,-82.83889540394995
rahilmtne,4.206866951047478e-46,-104.48219609923049
bln5iuxkz,2.5045295079147703e-40,-91.18530282405732
kfzmrnilu,1.6215914705938564e-39,-89.31741057049655
bindvulketq,2.2274866253662525e-47,-107.42062549470026
genci4lf,5.142877017135704e-40,-90.46579106592544
ar15bnci,8.441261571153614e-52,-117.60129306299766
adbulez,2.98105886413438e-41,-93.31371025181599
afewiz4v,1.7421069318626593e-51,-116.87674448161343
ahfnir54,1.132547619488878e-53,-121.91254030307957
atdz5vn,1.3561766304962672e-33,-75.68063862929013
detianxm,4.544904655306204e-41,-92.8919820632769
aemin5vf,5.612106309623191e-52,-118.00949873036102
drabmxn,7.872014143033855e-25,-55.50131336847757
gonatwifxq,8.403830460357734e-47,-106.09281176162511
aremndfl,1.9386568572006402e-34,-77.62589777015063
abfe4in,4.406750294369493e-46,-104.4357767546085
ablesm4udn,7.042709295746376e-53,-120.08501698940181
alfpvbri,1.2815233633772312e-39,-89.55276912883829
dg4uxnvm,4.20115798391893e-34,-76.85253296405249
alwi8mqr5,1.4233604688506167e-52,-119.38140423253344
apexluzm,1.2122641453444104e-44,-101.12125428613342
hedflvnqa,1.9760308457507045e-36,-82.21197313838408
dl4viau,1.8869229756113264e-44,-100.67879664462066
arilbfnu,4.0035327025604246e-47,-106.83432222373028
admenuiv9,3.5565115918707355e-61,-139.18891049810279
agnerlfu,2.751077619129259e-44,-100.30175139531565
bamdr5lxn,4.350914358722501e-36,-81.42267732736596
advpmlx4,3.930501083265013e-40,-90.7346367999053
abmifet,7.98987811065548e-42,-94.63039840132521
adismtn,1.0422153123914726e-33,-75.94395951304514
ezni5av9,5.226195610966801e-57,-129.59366670392077
anei84xd,4.381989121641615e-55,-125.16467735601222
anicvme4du,1.8837912777035573e-65,-149.03474466137766
nimvwefrt,2.812552069458582e-36,-81.8589710668412
artilv5xuf,6.081052608116525e-57,-129.4421724933322
bensivu8dr,6.005325077688982e-51,-115.63919315412686
anblird9,1.018526131804267e-43,-98.99280238524133
agnetkiu,3.802623987721525e-51,-116.09614839118075
almix4uzv,6.240945079839839e-54,-122.50846339566276
azienvlm5,2.143700797659589e-52,-118.97189115555071
amcik01tu,3.0554827445205955e-62,-141.64333816764443
amciunvl,1.4067605541173007e-41,-94.06469923097023
agniuvlqz41,9.158152964486733e-64,-145.15080143469683
arti1v84,5.6955533567416595e-56,-127.20507945012477
aetunfl1,2.5611496057951287e-50,-114.1887984272465
aftuxin5,1.4998959412215157e-54,-123.93419928849568
graifl5,1.8636824322972876e-37,-84.57309410796995
pfelixtmd,1.0417210110335718e-35,-80.54960409103995
hotulik,2.733861418128049e-40,-91.09768867106662
myitaduen,2.6290491421744448e-49,-111.86004731879041
a2inbeu5,4.1182232730366086e-60,-136.7396837537025
apnixmt,1.7024984478123888e-35,-80.05838140746127
anhivefrm,6.895352128221964e-44,-99.38289651171382
antlm4,6.346189004013268e-31,-69.53228340692533
abliytnfpe,9.995360497255768e-51,-115.12971870763494
metclif,7.829825323661928e-32,-71.6247827746556
alifrzvn,3.071253295733027e-35,-79.46839253684718
anewfz5jr,1.0965514712672933e-50,-115.03708442050795
anflyv1umz,1.8111047872984013e-44,-100.71980705294334
aterbun9,1.2564869040839242e-53,-121.8086902732729
agrp8ine,6.559828169681511e-50,-113.24829024073546
amenkif4db,5.643307396306648e-57,-129.5168799892415
atnicrxe,1.64935686390301e-45,-103.11594375225604
abnie4m,2.0738225693796896e-46,-105.18952072153995
apme4ntf,1.8658564962555073e-41,-93.78226861775988
jiefd4n5a,1.5642848033088667e-58,-133.10250666880725
mdievt4nlg,5.169177590446356e-46,-104.27620067527391
adtinux,7.229549069835508e-44,-99.33556742682974
baftivel,3.4217003473628927e-41,-93.1758512076417
ctrinfal,9.731419367045358e-32,-71.40736321491164
avink4uql,1.389313277860571e-50,-114.8004450693446
hongev8i49,8.515043343453076e-65,-147.5261966402643
ivepand,8.382551159832292e-40,-89.97725141725104
anweilux,1.2391160687175225e-50,-114.9148563720906
aecufnr,1.331810132183584e-40,-91.81686470120962
afcinq,8.267443934884671e-32,-71.57039759134544
ntifuldq9x,3.1207559265768725e-46,-104.78083902109152
afielun5m,1.5606525145245943e-60,-137.71000156729397
dnicatvf59,1.246373889577108e-56,-128.72452676042212
dian0lqm1,8.203297796727803e-52,-117.62988859193632
anzieulmt,1.090706291028054e-48,-110.43725900389704
armexiuvn,1.084399138175251e-52,-119.65339879179633
athieuv,1.552009466967691e-45,-103.17677866313932
alincm1u,4.1149424714408354e-51,-116.01721488887381
apnefil,4.1230709348772184e-42,-95.29197564749762
fdtvir4lk5,2.7844879695606233e-50,-114.10519064616659
ahmiveln,5.178034118961013e-45,-101.97190371420831
aftpuvj,6.365956170455833e-35,-78.73951381089793
dmpnfvie,1.4534250141834536e-33,-75.61138521894658
adm5ilu0,4.706398690785016e-57,-129.69842729427012
afn9lvmx,5.934737327466544e-38,-85.71741076491115
anfc9rud,3.976029612565627e-44,-99.93346035514304
anielft,8.049946550819476e-39,-87.7151531750091
aefit15,1.1121996268673286e-54,-124.23325532139782
modnf41iew,9.654933868845192e-58,-131.28246632721812
adivluen5,1.6367992867498817e-61,-139.96494799218053
agrim9kn,1.4793763863310244e-42,-96.31695326735836
fdtpmne,1.8315204884037428e-28,-63.86723611397949
gralfi5xtm,9.819003606715807e-43,-96.7268393472368
elpivra4,4.5925668971347587e-51,-115.90740063809
adrivemn,4.726474072087473e-43,-97.45797951352313
artni5e9um,2.853772234757177e-63,-144.01421914837604
pretix5dn,9.19837022520729e-45,-101.39730286580387
alzcr9n,1.90125483943439e-32,-73.0402088658252
cediamr4,5.134394120200474e-50,-113.49329280350702
ademilun5,2.60460521757131e-64,-146.40816483585542
alic84dn,5.341973026105234e-50,-113.45365958442726
admiunlt9,6.898788339028372e-53,-120.1056641355406
anicuf9lr,1.847255200058865e-55,-126.02847925296273
alminkrd,2.266592660408781e-33,-75.16703039564223
praden4zf,3.0270931330838405e-45,-102.50872638771159
niexlfmvaq,1.3512178247276587e-46,-105.61790799952571
alnvfz4iju,5.387723267127326e-58,-131.8658124973893
aimunk4ld,7.72228187708269e-51,-115.3877298424018
retsifn5ma,5.281340681248546e-56,-127.2805852252767
benaryut,1.4216893675279029e-42,-96.3567280458214
pavidfu8,7.771497027046976e-49,-110.77620674331308
atenvki4,3.476984683886816e-52,-118.4882593876537
mif5rlvn,2.292022440598088e-33,-75.15587347916208
aldmunf,8.145967992752937e-33,-73.88778498878303
divz8mn,1.4333294530104662e-31,-71.02013785598967
alfin84tdkrg,1.3223429044150093e-58,-133.2705303027918
piml1qvf,3.834367468104331e-37,-83.85164395617305
amebivunrt,4.0908592839020304e-55,-125.23342507282085
ardmne5vt,2.1710600851990344e-44,-100.53852852494707
anwuive8m5,9.797948179267238e-69,-156.596198422296
avefmi5n,1.9650921995891542e-49,-112.15113039157725
advsrn,1.4085579487498148e-23,-52.616890689202684
inflvaexr,3.240920911275533e-44,-100.13788657044483
afrv5enit,7.970315504665244e-51,-115.35611566414508
anemuv,3.3665853992969895e-40,-90.88950472369675
aniermvt,2.0915871165259083e-43,-98.27323583505726
admixtu8,7.790375779099081e-51,-115.37895064532512
avm5zrid,3.536866518862794e-45,-102.35308801373856
azm9nruix,5.073884547914493e-53,-120.41290322142909
amts1xr,1.7675886560313264e-35,-80.02086197826159
bleiqnr8,6.345618870044426e-41,-92.55822417969588
anefvm5ikx,3.8131131564042104e-59,-134.5140745297373
adnvf4ml,4.057901806081455e-37,-83.79498239728306
agcminr4e,9.538212855330924e-55,-124.38687397848742
ahnuw8rk,7.333649836010508e-45,-101.62385586151721
agdenvirt,8.151511908398913e-45,-101.51812576445118
airsl5me8,1.680481851140985e-58,-133.03085482520802
poneyuml,8.901340274235223e-42,-94.52237204773905
abti5mun,1.8247270361244658e-50,-114.52782424310129
apfrebltm,8.540125851261213e-36,-80.74828760341211
ginslfcv,7.208694066680282e-26,-57.891924611014986
afdblinv,3.638005898354147e-36,-81.60162764637323
tldzeqmfra,2.547169669772506e-37,-84.26066563146418
grilnxa9,6.96081770541766e-42,-94.768276951894
drawe4imz,1.1594170928869699e-45,-103.46841181204422
areinvf4,1.5056753792004225e-52,-119.32518328120702
alecuqkmr,5.4684016412399064e-49,-111.12768318750093
amdive4nt,2.643889314052521e-50,-114.1570035916555
pahnetim,1.8595315168146554e-44,-100.69341950841844
a2ib5mun,2.9573351074468896e-55,-125.5578915533896
ant98i5vfm,8.29382950510156e-59,-133.73700868144988
gfnevlium9t,1.0551662026354056e-55,-126.58848182210926
dlbnmaif,2.3262401837236316e-32,-72.83846966662969
arzuvin,8.371778741967043e-41,-92.28112243685783
aimy5u4,1.783013903115651e-51,-116.85353460624862
gdevlmi,9.506425619357755e-33,-73.73334011785451
lonfurdk,1.1819614727755485e-33,-75.81813274529537
adrilw,1.8514375899911622e-33,-75.36934565580935
aniut45xm9,1.0793222572101957e-70,-161.10462320505266
agrv8u4n,1.069412499883176e-45,-103.54921975257966
atlukxni,5.109362537999071e-48,-108.89300981522564
afmsviknr,2.428058599660168e-39,-88.91372661891113
arceimv,1.3536807195195982e-40,-91.80057637845516
antivu8em1,4.779966294423731e-68,-155.0113528284924
blnvmqt,5.055996375252434e-15,-32.918201454986395
azeriu,5.805266156039379e-47,-106.46273390717442
adtunev,2.9493724437374276e-43,-97.92956658195914
areviln5,6.932496790145534e-54,-122.40337498618621
apie5ux,7.439602366105526e-52,-117.72760743368956
ailnexb4d,2.4688125692192555e-53,-121.13327263484442
alfienzm1,1.2441517663922612e-51,-117.21338575711297
alze89ni,1.8355949462771153e-56,-128.337396557304
armcbixn,1.3252079311403091e-36,-82.61149397149705
amexr45vk,1.5407119821402664e-54,-123.90735038602759
me7ivkpxr,1.2274647573451985e-43,-98.80620812939
avincewrft,1.456914980089618e-48,-110.14776329092189
abfinmr,1.0150573973412083e-35,-80.57553309479205
amlived4nx,6.14816316785065e-57,-129.4311969353477
edhulat,1.1927740868219302e-41,-94.2297070531865
aminbuz4,5.014872642227287e-53,-120.42460190296143
arneuzml,2.0380375935588232e-41,-93.69400143182575
enc9fi5l,2.1770063919475383e-49,-112.04871883833357
gdtunme8,1.1480105552619334e-42,-96.57054341341578
artilxef4,8.759307746143348e-56,-126.77464833025371
anlvfem,4.3442539293711517e-35,-79.12162421867247
aleifuxv8,8.980978995554031e-63,-142.86775196270352
nlfzixv4,1.4297927937692235e-38,-87.14070399946294
anewbidfl,5.470635719619438e-47,-106.52210454173034
agilvrenu,2.4043881019640406e-55,-125.76488467094472
dvfmnxr5i,2.4954783586214232e-39,-88.88633818903918
av4uxlerk,6.554242573966215e-52,-117.85431227450785
altiepk,2.4726894810481607e-39,-88.89551220978063
abentflp8,1.8048290577866737e-45,-103.02586330225932
admsnv1l,4.640546193780193e-35,-79.05564618130444
afelurm,1.7338958402522918e-41,-93.8556180052604
aefunri,5.627281120244511e-49,-111.09904315833592
abrnflu,2.548473362526055e-32,-72.7472284772827
bev5rxtkl,3.4463012154803342e-34,-77.05059161733185
amviperluxz,8.931276109466925e-62,-140.57071647955578
alifnvru,1.2617943153780598e-45,-103.38379441695639
aivunfxm,2.8884637381237624e-42,-95.64784912346741
anci5lbmr,6.922348627703648e-45,-101.68157407561763
adesmfvnw,4.0779400404544074e-42,-95.30298193688024
amrpivnk5z,9.266021145651069e-48,-108.29773039465337
afeurlni,2.7068771435621296e-51,-116.43604411781439
